country;happiness;income;lifeexp;sanitation;water;urbanpopulation;unemployment;literacy;inequality;murder;energy;childmortality;fertility;hiv;foodsupply;population
Serbia;5.317685127258301;0.1061929852484147;0.6943396226415097;0.9418854928971158;0.855973813420622;0.16042446941323346;0.4626373832125672;0.9758389261744965;0.4520388615216202;0.01413083437062644;0.09705328680155131;0.029673590504451036;0.059504132231404966;0.000562535158447403;0.4347826086956521;0.006087149113719663
Sierra Leone;4.908617973327637;0.005838645635256373;0.011320754716981352;0.0798536375376668;0.3142389525368249;0.10944652517686226;0.06588777172386677;0.24161073825503354;0.375;0.060624138724247746;0.1280948947662362;0.8664688427299703;0.5487603305785124;0.008688043002687667;0.25543478260869557;0.004936877978380619
Singapore;6.619524955749512;0.672466220461228;0.9924528301886792;0.9999999999999999;1.0;1.0;0.1795489468623322;0.9476510067114093;0.4520388615216202;0.0036955582356772935;0.2728959561579995;0.0037091988130563795;0.0;0.0005446768994490726;0.5265468227424748;0.0037223059721220005
Slovak Republic;6.162004470825195;0.23184533034001528;0.7358490566037736;0.9881618596642273;0.965630114566285;0.21658951384515676;0.41863730831882273;0.7559381383133935;0.21336206896551724;0.008481080418700944;0.15854428160718043;0.02818991097922848;0.031404958677685946;0.0;0.5489130434782608;0.0036508605599891407
Slovenia;5.740642070770264;0.23854678874490062;0.8830188679245285;0.9903142488161859;0.9918166939443537;0.21658951384515676;0.28008388099384;0.9986577181208053;0.18965517241379304;0.006262455579132029;0.16771399135889709;0.0014836795252225476;0.06115702479338844;4.464564749582562e-05;0.6739130434782608;0.001243150171111762
Somalia;5.353644847869873;0.0;0.0;0.09814894532931553;0.018003273322422242;0.09280066583437371;0.1795489468623322;0.7559381383133935;0.4520388615216202;0.060624138724247746;0.1280948947662362;0.9999999999999999;0.8479338842975206;0.006187886742921432;0.5265468227424748;0.009695142426429087
South Africa;4.887325763702393;0.09865384454291867;0.16981132075471717;0.7105036590615582;0.7495908346972177;0.3154390345401582;0.7022973656125372;0.9087248322147651;1.0;0.14092782374831508;0.14236244086885697;0.3108308605341246;0.20661157024793395;0.9999999999999999;0.5923913043478259;0.03927354304943308
South Korea;5.780211448669434;0.2812685860760448;0.8905660377358493;0.9989238054240207;0.9934533551554828;0.4798168955472326;0.016364283173247954;0.7559381383133935;0.3232758620689655;0.010261139883006238;0.2885384022050455;0.009643916913946584;0.006611570247933907;0.0026162349432553816;0.7608695652173911;0.035915608679188665
South Sudan;4.070771217346191;0.009943288908248658;0.060377358490566024;0.03572965992251399;0.18821603927986907;0.21658951384515676;0.1795489468623322;0.7559381383133935;0.6400862068965516;0.060624138724247746;0.0;0.6795252225519287;0.6115702479338844;0.02672488459100122;0.5265468227424748;0.008266234183771889
Spain;6.3806633949279785;0.2645149400638314;0.9660377358490568;0.9989238054240207;0.998363338788871;0.21764461090303786;0.672339867812541;0.9731543624161073;0.4224137931034483;0.006223758634255827;0.13535030988225016;0.008902077151335307;0.018181818181818216;0.02672488459100122;0.6739130434782608;0.03291490136960855
Sri Lanka;4.611606597900391;0.08776397463497995;0.7509433962264151;0.9375807145931984;0.8739770867430442;0.21658951384515676;0.10689209683761164;0.8845637583892617;0.48706896551724144;0.101198960342081;0.02455864029386223;0.05489614243323441;0.13553719008264467;0.0006875429714357147;0.3315217391304346;0.014553430451463558
Sweden;7.288922309875488;0.3759266860450506;0.9358490566037734;0.9924666379681445;1.0;0.11880982105701207;0.13123256380010861;0.7559381383133935;0.27155172413793094;0.01296992602434038;0.2718171667754446;0.005192878338278927;0.11074380165289258;0.0015625976623538972;0.6793478260869565;0.006737302364128688
